0,cl,cu
1.0,0.078,2.0469999999999997
0.9,-0.008,1.999
0.8,-0.11900000000000001,1.944
0.7,-0.23,1.889
0.6,-0.35100000000000003,1.8330000000000002
0.5,-0.475,1.778
0.4,-0.619,1.713
0.3,-0.769,1.636
0.2,-0.9259999999999999,1.56
0.1,-1.0979999999999999,1.4809999999999999
0.0,-1.287,1.39
-0.1,-1.4969999999999999,1.2990000000000002
-0.2,-1.746,1.199
-0.3,-2.032,1.09
-0.4,-2.313,0.976
-0.5,-2.662,0.836
-0.6,-2.9989999999999997,0.6729999999999999
-0.7,-3.444,0.47
-0.8,-3.9139999999999997,0.24
-0.9,-4.441,-0.034
-1.0,-5.013999999999999,-0.342
-1.1,-5.645,-0.682
-1.2,-6.3420000000000005,-1.082
-1.3,-7.067,-1.5030000000000001
-1.4,-7.854,-1.956
-1.5,-8.623,-2.4530000000000003
-1.6,-9.5,-2.9960000000000004
-1.7,-10.366,-3.585
-1.8,-11.317,-4.17
-1.9,-12.285,-4.87
-2.0,-13.3,-5.54
-2.1,-14.342,-6.278
-2.2,-15.444,-6.979
-2.3,-16.579,-7.859
-2.4,-17.748,-8.657
-2.5,-18.980999999999998,-9.571
-2.6,-20.239,-10.470999999999998
-2.7,-21.528000000000002,-11.429
-2.8,-22.881999999999998,-12.417
-2.9,-24.272,-13.447000000000001
-3.0,-25.664,-14.501
-3.1,-27.094,-15.585999999999999
-3.2,-28.539,-16.726
-3.3,-29.989,-17.901
-3.4,-31.55,-19.117
-3.5,-33.154,-20.352
-3.6,-34.786,-21.624000000000002
-3.7,-36.428000000000004,-22.934
-3.8,-38.071999999999996,-24.265
-3.9,-39.912,-25.621
-4.0,-41.619,-27.045
-4.1,-43.386,-28.497
-4.2,-45.17,-29.949
-4.3,-47.04600000000001,-31.505
-4.4,-48.934,-33.023
-4.5,-50.818999999999996,-34.556
-4.6,-52.818000000000005,-36.163000000000004
-4.7,-54.798,-37.844
-4.8,-56.742,-39.524
-4.9,-58.812,-41.206
-5.0,-60.912,-42.898
