0,cl,cu
1.0,-0.052000000000000005,2.499
0.9,-0.161,2.448
0.8,-0.272,2.398
0.7,-0.39,2.347
0.6,-0.509,2.2969999999999997
0.5,-0.6459999999999999,2.245
0.4,-0.789,2.178
0.3,-0.9470000000000001,2.112
0.2,-1.1179999999999999,2.045
0.1,-1.301,1.976
0.0,-1.5030000000000001,1.9040000000000001
-0.1,-1.7409999999999999,1.8319999999999999
-0.2,-2.021,1.76
-0.3,-2.2769999999999997,1.659
-0.4,-2.603,1.5530000000000002
-0.5,-2.9419999999999997,1.43
-0.6,-3.33,1.2890000000000001
-0.7,-3.785,1.121
-0.8,-4.277,0.9309999999999999
-0.9,-4.824,0.7070000000000001
-1.0,-5.417000000000001,0.435
-1.1,-6.042999999999999,0.14
-1.2,-6.769,-0.188
-1.3,-7.484,-0.5760000000000001
-1.4,-8.259,-0.9940000000000001
-1.5,-9.117,-1.4369999999999998
-1.6,-9.985,-1.906
-1.7,-10.923,-2.447
-1.8,-11.864,-3.005
-1.9,-12.870999999999999,-3.62
-2.0,-13.889000000000001,-4.218
-2.1,-14.97,-4.925
-2.2,-16.064,-5.627000000000001
-2.3,-17.248,-6.3839999999999995
-2.4,-18.454,-7.164
-2.5,-19.699,-7.994
-2.6,-20.976999999999997,-8.846
-2.7,-22.293000000000003,-9.732000000000001
-2.8,-23.711,-10.674000000000001
-2.9,-25.088,-11.638
-3.0,-26.487,-12.662
-3.1,-27.951999999999998,-13.722999999999999
-3.2,-29.404,-14.795
-3.3,-30.926,-15.870999999999999
-3.4,-32.516999999999996,-17.033
-3.5,-34.153,-18.214000000000002
-3.6,-35.76,-19.422
-3.7,-37.441,-20.679000000000002
-3.8,-39.213,-21.980999999999998
-3.9,-40.963,-23.303
-4.0,-42.706,-24.641
-4.1,-44.508,-25.997
-4.2,-46.325,-27.441999999999997
-4.3,-48.226000000000006,-28.886999999999997
-4.4,-50.097,-30.358
-4.5,-52.093999999999994,-31.908
-4.6,-54.115,-33.445
-4.7,-56.001000000000005,-35.015
-4.8,-58.063,-36.633
-4.9,-60.177,-38.296
-5.0,-62.26,-39.964
