0,cl,cu
1.0,-0.228,3.72
0.9,-0.34,3.676
0.8,-0.455,3.6319999999999997
0.7,-0.58,3.588
0.6,-0.7120000000000001,3.5439999999999996
0.5,-0.855,3.5
0.4,-1.004,3.451
0.3,-1.178,3.4
0.2,-1.364,3.35
0.1,-1.567,3.3
0.0,-1.7990000000000002,3.25
-0.1,-2.062,3.1839999999999997
-0.2,-2.322,3.117
-0.3,-2.637,3.051
-0.4,-2.949,2.977
-0.5,-3.3080000000000003,2.884
-0.6,-3.7489999999999997,2.79
-0.7,-4.209,2.682
-0.8,-4.735,2.565
-0.9,-5.292999999999999,2.4130000000000003
-1.0,-5.882999999999999,2.217
-1.1,-6.562,1.999
-1.2,-7.319,1.805
-1.3,-8.065,1.5519999999999998
-1.4,-8.883,1.216
-1.5,-9.722999999999999,0.8909999999999999
-1.6,-10.619000000000002,0.5
-1.7,-11.550999999999998,0.064
-1.8,-12.527000000000001,-0.39
-1.9,-13.546,-0.815
-2.0,-14.618,-1.36
-2.1,-15.732999999999999,-1.9080000000000001
-2.2,-16.894000000000002,-2.509
-2.3,-18.072,-3.1189999999999998
-2.4,-19.301,-3.802
-2.5,-20.570999999999998,-4.503
-2.6,-21.895,-5.2139999999999995
-2.7,-23.311,-6.004
-2.8,-24.699,-6.7989999999999995
-2.9,-26.059,-7.752000000000001
-3.0,-27.543000000000003,-8.547
-3.1,-28.991999999999997,-9.509
-3.2,-30.478,-10.437000000000001
-3.3,-32.089,-11.401
-3.4,-33.704,-12.429
-3.5,-35.327,-13.561
-3.6,-37.006,-14.652000000000001
-3.7,-38.773,-15.715
-3.8,-40.552,-16.878
-3.9,-42.239,-18.078
-4.0,-44.044,-19.284000000000002
-4.1,-45.908,-20.555
-4.2,-47.797,-21.92
-4.3,-49.71,-23.229
-4.4,-51.663000000000004,-24.565
-4.5,-53.659,-25.947
-4.6,-55.614,-27.379
-4.7,-57.614,-28.836
-4.8,-59.71,-30.326
-4.9,-61.771,-31.868000000000002
-5.0,-63.942,-33.403
