0,cl,cu
1.0,-0.052000000000000005,2.443
0.9,-0.161,2.394
0.8,-0.272,2.345
0.7,-0.39,2.296
0.6,-0.509,2.246
0.5,-0.6459999999999999,2.1830000000000003
0.4,-0.789,2.119
0.3,-0.9470000000000001,2.056
0.2,-1.1179999999999999,1.992
0.1,-1.301,1.922
0.0,-1.5030000000000001,1.8519999999999999
-0.1,-1.7409999999999999,1.7819999999999998
-0.2,-2.021,1.695
-0.3,-2.2769999999999997,1.5930000000000002
-0.4,-2.603,1.489
-0.5,-2.9419999999999997,1.358
-0.6,-3.33,1.22
-0.7,-3.785,1.05
-0.8,-4.277,0.855
-0.9,-4.824,0.622
-1.0,-5.417000000000001,0.35
-1.1,-6.042999999999999,0.051
-1.2,-6.769,-0.289
-1.3,-7.484,-0.6659999999999999
-1.4,-8.259,-1.0959999999999999
-1.5,-9.117,-1.546
-1.6,-9.985,-2.035
-1.7,-10.923,-2.575
-1.8,-11.864,-3.1319999999999997
-1.9,-12.870999999999999,-3.745
-2.0,-13.889000000000001,-4.367
-2.1,-14.97,-5.053
-2.2,-16.064,-5.766
-2.3,-17.248,-6.546
-2.4,-18.454,-7.332000000000001
-2.5,-19.699,-8.165
-2.6,-20.976999999999997,-9.033999999999999
-2.7,-22.293000000000003,-9.907
-2.8,-23.711,-10.860999999999999
-2.9,-25.088,-11.827
-3.0,-26.487,-12.867
-3.1,-27.951999999999998,-13.922
-3.2,-29.404,-14.995999999999999
-3.3,-30.926,-16.078
-3.4,-32.516999999999996,-17.262
-3.5,-34.153,-18.45
-3.6,-35.76,-19.646
-3.7,-37.441,-20.923000000000002
-3.8,-39.213,-22.236
-3.9,-40.963,-23.558000000000003
-4.0,-42.706,-24.896
-4.1,-44.508,-26.261999999999997
-4.2,-46.325,-27.715
-4.3,-48.226000000000006,-29.166999999999998
-4.4,-50.097,-30.66
-4.5,-52.093999999999994,-32.204
-4.6,-54.115,-33.736999999999995
-4.7,-56.001000000000005,-35.319
-4.8,-58.063,-36.951
-4.9,-60.177,-38.611
-5.0,-62.26,-40.272
