time	ret	ldp	lep	rf	yield
1953.5833	-0.0466527015	-2.8593592893	-2.5486224642	0.0194202012	0.0142820549
1953.6667	0.0015473196	-2.8557778148	-2.5430000070	0.0153220161	0.0185167857
1953.7500	0.0447031110	-2.9024158864	-2.5858866405	0.0126101567	0.0217747140
1953.8333	0.0270927577	-2.9106869511	-2.5875160581	0.0155189557	0.0187766772
1953.9167	-0.0003494093	-2.8960719326	-2.5825327195	0.0138733189	0.0179631488
1954.0000	0.0482638854	-2.9427526275	-2.6253511834	0.0100988347	0.0208048759
1954.0833	0.0183070970	-2.9555398283	-2.6211391655	0.0099998346	0.0205893378
1954.1667	0.0362982929	-2.9838876583	-2.6434838438	0.0101483311	0.0184067519
1954.2500	0.0408558071	-3.0238827039	-2.6840533140	0.0078888014	0.0215330492
1954.3333	0.0303644840	-3.0446733639	-2.7091810547	0.0069756137	0.0223314831
1954.4167	0.0107448615	-3.0458490308	-2.7027771963	0.0062703005	0.0226252661
1954.5000	0.0486950460	-3.0950863844	-2.7507900175	0.0077796598	0.0219218895
1954.5833	-0.0233910547	-3.0494111841	-2.7090560687	0.0101483311	0.0180584508
1954.6667	0.0614639089	-3.1116550733	-2.7816953758	0.0098513161	0.0197089394
1954.7500	-0.0170564776	-3.0887798367	-2.7544117095	0.0099998346	0.0212209555
1954.8333	0.0909698321	-3.1401215235	-2.8244318060	0.0104056727	0.0199072105
1954.9167	0.0531041517	-3.1965035783	-2.8664161327	0.0099998346	0.0189936252
1955.0000	0.0062226982	-3.2037764761	-2.8759925758	0.0111080762	0.0179291284
1955.0833	0.0300236282	-3.2203006929	-2.8717393102	0.0136168682	0.0181863300
1955.1667	-0.0021056818	-3.2060141921	-2.8587259733	0.0140212414	0.0165504955
1955.2500	0.0307121383	-3.2366934155	-2.8866510802	0.0158733492	0.0147475682
1955.3333	0.0104426687	-3.2255852328	-2.8766311937	0.0142677301	0.0196007843
1955.4167	0.0629261588	-3.2866406667	-2.9470929976	0.0147211108	0.0168416587
1955.5000	0.0188439006	-3.3059109453	-2.9968508505	0.0175255269	0.0130874023
1955.5833	0.0027535973	-3.2821238971	-2.9796630898	0.0208706842	0.0107353348
1955.6667	-0.0038644145	-3.2719405401	-2.9817066069	0.0213700257	0.0097340253
1955.7500	-0.0278316519	-3.2438079131	-2.9407110102	0.0212231865	0.0104325033
1955.8333	0.0673789702	-3.2591423853	-3.0031259411	0.0242144495	0.0089438540
1955.9167	0.0145924341	-3.2664889912	-2.9924087643	0.0248096789	0.0068484090
1956.0000	-0.0307198223	-3.2189967877	-2.9453166432	0.0236188656	0.0082484533
1956.0833	0.0369589312	-3.2445897252	-2.9691801152	0.0228665561	0.0106404215
1956.1667	0.0643814032	-3.3071552949	-3.0263836795	0.0228176853	0.0091885454
1956.2500	0.0033624721	-3.3075579576	-3.0145681843	0.0267003518	0.0061307267
1956.3333	-0.0525880518	-3.2254696599	-2.9368080251	0.0256580001	0.0082055332
1956.4167	0.0342982637	-3.2551262711	-2.9657936657	0.0240094525	0.0100053391
1956.5000	0.0480101870	-3.2904174172	-3.0071784607	0.0233649023	0.0119318629
1956.5833	-0.0312973901	-3.2526060012	-2.9594483812	0.0263984739	0.0096568421
1956.6667	-0.0537772089	-3.1943651654	-2.9043960747	0.0289858226	0.0082319356
1956.7500	0.0051247226	-3.1835710515	-2.9018073364	0.0284902704	0.0108024169
1956.8333	0.0059151903	-3.2204381848	-2.8829077010	0.0301702657	0.0099344182
1956.9167	0.0277845081	-3.2405251336	-2.9097680412	0.0324091052	0.0068571918
1957.0000	-0.0352204471	-3.2035886561	-2.8600878675	0.0311206887	0.0071469978
1957.0833	-0.0211695699	-3.1670290640	-2.8199236351	0.0326027085	0.0075134452
1957.1667	0.0213754384	-3.1806454624	-2.8325221298	0.0295782195	0.0075238925
1957.2500	0.0414318698	-3.2141627385	-2.8624742021	0.0302284809	0.0061440410
1957.3333	0.0332913796	-3.2492436487	-2.8924612258	0.0327962744	0.0053352017
1957.4167	-0.0080680788	-3.2353862593	-2.8849400512	0.0323026074	0.0080973667
1957.5000	0.0066447959	-3.2356948732	-2.8902465309	0.0336958639	0.0088669675
1957.5833	-0.0539284262	-3.1807484371	-2.8264692196	0.0348264572	0.0099339045
1957.6667	-0.0618555400	-3.1117399178	-2.7565928711	0.0342758150	0.0103685897
1957.7500	-0.0446099404	-3.0689175326	-2.7185779027	0.0359075383	0.0072210137
1957.8333	0.0223495796	-3.0994936511	-2.7291240099	0.0312176198	0.0136885738
1957.9167	-0.0405429354	-3.0533766047	-2.6814016960	0.0273914066	0.0108475640
1958.0000	0.0462944353	-3.1065660144	-2.7189305206	0.0146225673	0.0205080884
1958.0833	-0.0153267789	-3.0818330414	-2.6937672829	0.0125607820	0.0243207829
1958.1667	0.0322395940	-3.1106013875	-2.7198475454	0.0108014537	0.0258152632
1958.2500	0.0294766252	-3.1377931427	-2.7479709751	0.0120076191	0.0236658715
1958.3333	0.0231328515	-3.1685873225	-2.7596240615	0.0057136460	0.0315338130
1958.4167	0.0287659564	-3.1890752146	-2.7821836786	0.0073826808	0.0282508813
1958.5000	0.0434892542	-3.2337581715	-2.8219766493	0.0089894733	0.0286698370
1958.5833	0.0184814248	-3.2616693086	-2.8313721082	0.0232183557	0.0189261699
1958.6667	0.0457981639	-3.2998935151	-2.8762194790	0.0265932443	0.0228845162
1958.7500	0.0255806917	-3.3277051520	-2.8995015605	0.0255605285	0.0251725087
1958.8333	0.0287245469	-3.3648504125	-2.9198904504	0.0278388774	0.0179524809
1958.9167	0.0496984758	-3.4197414205	-2.9688376438	0.0267490333	0.0154238729
1959.0000	0.0069807412	-3.4262760887	-2.9704911556	0.0264471700	0.0164523104
1959.0833	0.0091194498	-3.4373382727	-2.9681723501	0.0273914066	0.0177385021
1959.1667	0.0025457110	-3.4376123176	-2.9665798358	0.0285874569	0.0171441073
1959.2500	0.0357534948	-3.4785345901	-3.0017117985	0.0284902704	0.0146807765
1959.3333	0.0165795513	-3.4857187415	-3.0175546624	0.0302187786	0.0161301609
1959.4167	-0.0015677509	-3.4796120521	-3.0110707906	0.0320605247	0.0173427031
1959.5000	0.0312717027	-3.5174171110	-3.0423598464	0.0298791393	0.0209023032
1959.5833	-0.0145951790	-3.4867204335	-3.0242100049	0.0379891859	0.0096509406
1959.6667	-0.0488300881	-3.4354312953	-2.9745103952	0.0406907859	0.0090341797
1959.7500	0.0123730309	-3.4536177780	-2.9826346036	0.0398551273	0.0149238527
1959.8333	0.0155491206	-3.4442837184	-2.9927055159	0.0441412796	0.0153330973
1959.9167	0.0252194602	-3.4612223705	-3.0169100319	0.0434425578	0.0049558438
1960.0000	-0.0722322925	-3.3910622972	-2.9398684295	0.0396052546	0.0113730995
1960.0833	0.0098122513	-3.3894333928	-2.9461109035	0.0414394039	0.0072180303
1960.1667	-0.0144469347	-3.3715277867	-2.9292361919	0.0302769909	0.0188579115
1960.2500	-0.0171508313	-3.3543738855	-2.9095258922	0.0302769909	0.0150091559
1960.3333	0.0302751455	-3.3731586592	-2.9340019637	0.0316149394	0.0205622495
1960.4167	0.0211428499	-3.3923995487	-2.9513187041	0.0219180353	0.0264353941
1960.5000	-0.0225198728	-3.3740697674	-2.9246958142	0.0219669501	0.0258066320
1960.5833	0.0281190172	-3.3779506697	-2.9489449609	0.0223679615	0.0220675609
1960.6667	-0.0617138738	-3.3251352709	-2.8851165325	0.0231206460	0.0174560302
1960.7500	-0.0069270144	-3.3186031165	-2.8814864571	0.0211252816	0.0269958382
1960.8333	0.0460226735	-3.3526026909	-2.9197697880	0.0239118200	0.0236010314
1960.9167	0.0457202742	-3.4145605202	-2.9638088142	0.0221234615	0.0219938139
1961.0000	0.0602686748	-3.4696183405	-3.0243287139	0.0231206460	0.0224510700
1961.0833	0.0344936713	-3.5035978876	-3.0501221030	0.0259601017	0.0176478583
1961.1667	0.0281546012	-3.5339494553	-3.0746164662	0.0239606374	0.0204925601
1961.2500	0.0038742468	-3.5432125045	-3.0775927572	0.0227199364	0.0227704803
1961.3333	0.0237086928	-3.5544575304	-3.0956931751	0.0234137464	0.0190349159
1961.4167	-0.0308111916	-3.5291605208	-3.0657200050	0.0225146328	0.0216943801
1961.5000	0.0276240788	-3.5599887474	-3.0963440795	0.0220256448	0.0273016064
1961.5833	0.0251097444	-3.5562063709	-3.1142868717	0.0235211950	0.0231476124
1961.6667	-0.0218561805	-3.5340434480	-3.0929174305	0.0223190662	0.0231476124
1961.7500	0.0251929845	-3.5507819102	-3.1187845594	0.0229740636	0.0239093052
1961.8333	0.0427933797	-3.5566856216	-3.1553192776	0.0254532988	0.0199896359
1961.9167	-0.0009845917	-3.5726407043	-3.1564851800	0.0265542932	0.0183925895
1962.0000	-0.0391732809	-3.5204992351	-3.1152236240	0.0272454489	0.0182852960
1962.0833	0.0172821173	-3.5181461151	-3.1287192855	0.0270508055	0.0187828448
1962.1667	-0.0066478883	-3.5338033087	-3.1202055036	0.0274984287	0.0165165294
1962.2500	-0.0678030915	-3.4654092688	-3.0531702374	0.0271967916	0.0157468355
1962.3333	-0.0905413422	-3.3456990702	-2.9602034852	0.0269534696	0.0169924254
1962.4167	-0.0881162264	-3.2757271234	-2.8717785643	0.0289858226	0.0130887373
1962.5000	0.0606872655	-3.3272327431	-2.9302603911	0.0287429355	0.0163393960
1962.5833	0.0209693524	-3.3523288943	-2.9422973296	0.0280917072	0.0161332775
1962.6667	-0.0535237637	-3.3134803022	-2.8897677108	0.0273914066	0.0154951998
1962.7500	-0.0003349558	-3.3066902617	-2.8908230274	0.0271481319	0.0173924157
1962.8333	0.1024099713	-3.3960086164	-2.9841812974	0.0285874569	0.0149797437
1962.9167	0.0092712164	-3.3980029088	-2.9942278590	0.0292383626	0.0124136463
1963.0000	0.0480383694	-3.4523960430	-3.0388174431	0.0292869206	0.0123686639
1963.0833	-0.0244318550	-3.4197860565	-3.0061822885	0.0289858226	0.0130126019
1963.1667	0.0301275962	-3.4469835669	-3.0376846699	0.0290829609	0.0129153711
1963.2500	0.0436890293	-3.4867431742	-3.0815981750	0.0290829609	0.0130586978
1963.3333	0.0174252208	-3.4870591549	-3.0923686620	0.0299761909	0.0121634862
1963.4167	-0.0204741554	-3.4686903217	-3.0685215471	0.0298791393	0.0120166492
1963.5000	-0.0044996995	-3.4581099291	-3.0614190500	0.0326511035	0.0116152495
1963.5833	0.0488605773	-3.5065399938	-3.1053932105	0.0337925457	0.0098769804
1963.6667	-0.0147189505	-3.4906273505	-3.0906868681	0.0338408832	0.0084528427
1963.7500	0.0244160012	-3.5152675016	-3.1185441467	0.0346815807	0.0099709407
1963.8333	-0.0082220297	-3.4845356601	-3.1041116900	0.0349230298	0.0101152059
1963.9167	0.0184469915	-3.4978839848	-3.1244385205	0.0352223457	0.0083432855
1964.0000	0.0226011076	-3.5260715794	-3.1468983440	0.0349230298	0.0090648144
1964.0833	0.0144291857	-3.5231321463	-3.1526216330	0.0359075383	0.0079463991
1964.1667	0.0141891763	-3.5304938982	-3.1635981704	0.0352706141	0.0081959787
1964.2500	0.0016975395	-3.5315100796	-3.1653982829	0.0344304118	0.0100503359
1964.3333	0.0146863040	-3.5395400501	-3.1725445847	0.0346236243	0.0110269566
1964.4167	0.0118353588	-3.5394436733	-3.1846121973	0.0343337916	0.0096141169
1964.5000	0.0171143792	-3.5622252975	-3.1981633092	0.0344787184	0.0109892803
1964.5833	-0.0140996647	-3.5331443596	-3.1772964489	0.0343821029	0.0110366404
1964.6667	0.0273457395	-3.5474963066	-3.2011262309	0.0354154052	0.0086274177
1964.7500	0.0058409578	-3.5585418927	-3.2048533038	0.0354154052	0.0095551781
1964.8333	0.0001728860	-3.5430981446	-3.1953549692	0.0378351383	0.0082306574
1964.9167	0.0006475641	-3.5374490625	-3.1949749495	0.0374402830	0.0097466940
1965.0000	0.0350070763	-3.5729104819	-3.2234737096	0.0382779612	0.0052420985
1965.0833	0.0037304380	-3.5639652278	-3.2178850466	0.0395668071	0.0053875353
1965.1667	-0.0132421174	-3.5441101200	-3.1991665076	0.0391630192	0.0060708709
1965.2500	0.0299878575	-3.5740583990	-3.2289987102	0.0389706819	0.0054827805
1965.3333	-0.0077410506	-3.5489577936	-3.2174066490	0.0385762748	0.0068020937
1965.4167	-0.0566373864	-3.4862681368	-3.1637486505	0.0379314208	0.0065020422
1965.5000	0.0134067236	-3.5042737751	-3.1734894828	0.0379795586	0.0068380275
1965.5833	0.0271125672	-3.5111516714	-3.1921716032	0.0380854536	0.0067891922
1965.6667	0.0283437099	-3.5402022149	-3.2200993387	0.0400472945	0.0051221660
1965.7500	0.0254627230	-3.5679400378	-3.2434439006	0.0403931026	0.0068231483
1965.8333	-0.0003132853	-3.5375612449	-3.2310203707	0.0403931026	0.0076968489
1965.9167	0.0103328735	-3.5503031612	-3.2363240368	0.0446195746	0.0039627515
1966.0000	0.0084269048	-3.5612767897	-3.2374034256	0.0458047599	0.0019974107
1966.0833	-0.0121350187	-3.5339563694	-3.2156061268	0.0456996793	0.0030682641
1966.1667	-0.0249335813	-3.5036112116	-3.1898002369	0.0449160026	0.0047960806
1966.2500	0.0209009671	-3.5233893330	-3.2058921719	0.0461867783	0.0034166533
1966.3333	-0.0580027169	-3.4510224276	-3.1460395804	0.0456996793	0.0049752059
1966.4167	-0.0140368641	-3.4385800677	-3.1255952958	0.0454512629	0.0052483540
1966.5000	-0.0167943607	-3.4214629295	-3.1074705177	0.0473128831	0.0058558339
1966.5833	-0.0824898770	-3.3190511262	-3.0219706111	0.0491234420	0.0055800634
1966.6667	-0.0108644460	-3.3112323455	-3.0104031067	0.0527916713	0.0031616902
1966.7500	0.0370452613	-3.3543033661	-3.0521355083	0.0517192037	0.0060423145
1966.8333	0.0134389626	-3.3635061512	-3.0505536405	0.0511777877	0.0103428141
1966.9167	0.0025678530	-3.3668201451	-3.0443886237	0.0477991971	0.0087678061
1967.0000	0.0781482913	-3.4347633299	-3.1152053406	0.0448203903	0.0062361344
1967.0833	0.0071488124	-3.4395081006	-3.1127305861	0.0450594040	0.0052025032
1967.1667	0.0387830794	-3.4829700176	-3.1469677684	0.0398551273	0.0102108042
1967.2500	0.0374281733	-3.5242949237	-3.1842424971	0.0371416303	0.0158900175
1967.3333	-0.0432051723	-3.4724602679	-3.1262958931	0.0344787184	0.0190999096
1967.4167	0.0238768214	-3.5002200578	-3.1395929618	0.0392207132	0.0165724554
1967.5000	0.0448693783	-3.5460513334	-3.1800611207	0.0411323464	0.0169259203
1967.5833	-0.0095372757	-3.5266135906	-3.1644138323	0.0435383020	0.0168135373
1967.6667	0.0305383641	-3.5579213060	-3.1928247784	0.0435861707	0.0142611709
1967.7500	-0.0314575182	-3.5162943139	-3.1592331212	0.0447725807	0.0159169714
1967.8333	0.0044607342	-3.5294273664	-3.1562090677	0.0491234420	0.0178830981
1967.9167	0.0295854641	-3.5606993317	-3.1780745624	0.0499513944	0.0175463931
1968.0000	-0.0409287469	-3.5104215524	-3.1284792715	0.0484377211	0.0129210195
1968.0833	-0.0380454606	-3.4633101563	-3.0983824205	0.0498086929	0.0135408407
1968.1667	0.0011330502	-3.4775183666	-3.0966680032	0.0505505186	0.0119264599
1968.2500	0.0857220482	-3.5493851553	-3.1686989959	0.0540524843	0.0068210640
1968.3333	0.0220209659	-3.5734356634	-3.1757864393	0.0557563203	0.0083532254
1968.4167	0.0070354142	-3.5789265668	-3.1795411781	0.0525355225	0.0094061620
1968.5000	-0.0270490306	-3.5437711615	-3.1553145434	0.0512727942	0.0092767061
1968.5833	0.0134109285	-3.5576587207	-3.1611630956	0.0513677916	0.0102580560
1968.6667	0.0392995709	-3.6021598889	-3.1934636656	0.0503033045	0.0076540169
1968.7500	0.0046193787	-3.5930247472	-3.1949838831	0.0539577416	0.0064207955
1968.8333	0.0524105233	-3.6585673132	-3.2362038935	0.0540051141	0.0128327181
1968.9167	-0.0386997956	-3.6137098296	-3.1880983309	0.0617345938	0.0033027708
1969.0000	-0.0117488870	-3.6185884516	-3.1746231623	0.0611891683	0.0055600386
1969.0833	-0.0597419715	-3.5469923819	-3.1208603163	0.0617721984	0.0095996517
1969.1667	0.0252581459	-3.5682099341	-3.1495218062	0.0592024345	0.0140334331
1969.2500	0.0154767386	-3.5892995883	-3.1661088684	0.0580424674	0.0071826237
1969.3333	-0.0001763768	-3.5695910686	-3.1592485808	0.0600785904	0.0088885294
1969.4167	-0.0748898566	-3.4928549283	-3.0974491777	0.0620165938	0.0046753356
1969.5000	-0.0728976942	-3.4234230762	-3.0307497018	0.0682005577	0.0015420924
1969.5833	0.0443340481	-3.4672470668	-3.0654283852	0.0684340487	0.0029022161
1969.6667	-0.0286876968	-3.4341827000	-3.0354943703	0.0683499982	0.0018217068
1969.7500	0.0484467752	-3.4832596475	-3.0731114416	0.0681071460	0.0060276331
1969.8333	-0.0381887196	-3.4517001636	-3.0340139401	0.0722462402	0.0084473156
1969.9167	-0.0257073404	-3.4286233114	-3.0107808489	0.0785708558	0.0086990717
1970.0000	-0.0818385211	-3.3483266407	-2.9271184697	0.0771184362	0.0016880146
1970.0833	0.0490105615	-3.4044977962	-2.9743790179	0.0670042288	0.0151893619
1970.1667	-0.0102671508	-3.3908033646	-2.9717555965	0.0620635860	0.0133021027
1970.2500	-0.1165591210	-3.2867627345	-2.8728193948	0.0674810626	0.0122982580
1970.3333	-0.0720405699	-3.2335556537	-2.8058373193	0.0682846207	0.0167992795
1970.4167	-0.0579561600	-3.1764566673	-2.7504483994	0.0621669612	0.0237873256
1970.5000	0.0666736375	-3.2372328237	-2.8174404638	0.0612456054	0.0237489875
1970.5833	0.0438169027	-3.2951696956	-2.8572120171	0.0611421349	0.0188673393
1970.6667	0.0414192725	-3.3390675797	-2.8870321449	0.0575611105	0.0212341260
1970.7500	-0.0233174426	-3.3148119971	-2.8712052629	0.0576460727	0.0258424913
1970.8333	0.0447376521	-3.3700542747	-2.9142791284	0.0484853558	0.0338951690
1970.9167	0.0551720696	-3.4346978969	-2.9662208835	0.0479517175	0.0301891569
1971.0000	0.0469516319	-3.4858233476	-3.0021672012	0.0410843601	0.0312007979
1971.0833	0.0134329006	-3.5017327730	-3.0074806023	0.0337345377	0.0366263973
1971.1667	0.0408847179	-3.5416990397	-3.0399099236	0.0339375510	0.0361265404
1971.2500	0.0299882822	-3.5713270781	-3.0715857032	0.0389225918	0.0338919062
1971.3333	-0.0402101892	-3.5309045381	-3.0251858587	0.0428487393	0.0346297612
1971.4167	-0.0003862859	-3.5326687789	-3.0219506232	0.0515197687	0.0246510397
1971.5000	-0.0453802411	-3.5050888845	-2.9756725631	0.0522033801	0.0242607103
1971.5833	0.0371922915	-3.5262212344	-3.0070723744	0.0438924758	0.0300214057
1971.6667	-0.0086561936	-3.5225608763	-2.9960373842	0.0452601314	0.0274488741
1971.7500	-0.0453821806	-3.4873693437	-2.9490989053	0.0425037795	0.0321530948
1971.8333	-0.0047627634	-3.4811947322	-2.9423204319	0.0422162221	0.0325201097
1971.9167	0.0841841988	-3.5637291850	-3.0207763535	0.0366019024	0.0370315959
1972.0000	0.0251441989	-3.5870615649	-3.0346592706	0.0328446600	0.0386417223
1972.0833	0.0282124932	-3.6141319915	-3.0555879393	0.0330478540	0.0391938654
1972.1667	0.0060976037	-3.6265186201	-3.0574389872	0.0373921192	0.0356619654
1972.2500	0.0025314714	-3.6377310144	-3.0576880416	0.0354250572	0.0384851031
1972.3333	0.0133045472	-3.6383055876	-3.0721665139	0.0376906971	0.0370140164
1972.4167	-0.0239143258	-3.6174332929	-3.0445527723	0.0399512155	0.0341974468
1972.5000	-0.0073415760	-3.6083651071	-3.0426292686	0.0373921192	0.0350923192
1972.5833	0.0323489749	-3.6471385413	-3.0722667246	0.0450116058	0.0272644869
1972.6667	-0.0112416798	-3.6344359341	-3.0631756580	0.0451549935	0.0263753837
1972.7500	0.0047526864	-3.6484094539	-3.0680241819	0.0465304701	0.0252101889
1972.8333	0.0448357979	-3.6670340923	-3.1099386720	0.0482948034	0.0207801400
1972.9167	0.0070044648	-3.6784049162	-3.1155981630	0.0503508504	0.0208833381
1973.0000	-0.0308302280	-3.6438430932	-3.0934326212	0.0560967394	0.0148460096
1973.0833	-0.0477848356	-3.5941297930	-3.0503393771	0.0577499055	0.0154233105
1973.1667	-0.0106835477	-3.5899160160	-3.0440472995	0.0629841888	0.0132762957
1973.2500	-0.0542059210	-3.5243812794	-2.9970887133	0.0612456054	0.0119393485
1973.3333	-0.0272142232	-3.5024362184	-2.9727492520	0.0680978044	0.0071369745
1973.4167	-0.0131961970	-3.4921441323	-2.9609055793	0.0734827768	-0.0006145080
1973.5000	0.0465894925	-3.5335904228	-2.9924419371	0.0814509464	-0.0079903281
1973.5833	-0.0365465494	-3.4855297897	-2.9493583336	0.0845709015	-0.0083325723
1973.6667	0.0445430656	-3.5436710500	-2.9829944152	0.0685741172	0.0027446346
1973.7500	-0.0064577104	-3.5279312636	-2.9754390726	0.0722462402	0.0062649370
1973.8333	-0.1307345358	-3.3807301543	-2.8483333297	0.0716506697	0.0020732911
1973.9167	0.0059933194	-3.3830540383	-2.8585810948	0.0732225803	0.0029389355
1974.0000	-0.0040299433	-3.3812158001	-2.8422771121	0.0734827768	0.0026000572
1974.0833	-0.0024784187	-3.3671029574	-2.8324774547	0.0731946981	0.0043953664
1974.1667	-0.0294210965	-3.3336619541	-2.8027912728	0.0810913884	-0.0045263576
1974.2500	-0.0533687449	-3.2772007088	-2.7565296783	0.0869755430	-0.0048013879
1974.3333	-0.0463627563	-3.2256298158	-2.7160160793	0.0791346032	0.0049582903
1974.4167	-0.0267438747	-3.1940105461	-2.6948958215	0.0720415529	0.0073004844
1974.5000	-0.0792731459	-3.1187017982	-2.6072787516	0.0752187835	0.0092869196
1974.5833	-0.0960038653	-3.0048759856	-2.5060715351	0.0871497008	-0.0019705343
1974.6667	-0.1248273782	-2.8741383435	-2.3724467486	0.0627118538	0.0285057136
1974.7500	0.1475202395	-3.0230939183	-2.5174046794	0.0764609161	0.0240631777
1974.8333	-0.0481721924	-2.9769221888	-2.4567099684	0.0732876358	0.0128659556
1974.9167	-0.0324024154	-2.9389477000	-2.4303405663	0.0693674680	0.0218458557
1975.0000	0.1249072825	-3.0746838654	-2.5409836258	0.0559927347	0.0306970037
1975.0833	0.0533842752	-3.1106652414	-2.5939782005	0.0532658476	0.0362217162
1975.1667	0.0248075592	-3.1274541679	-2.6103001456	0.0548385027	0.0317492920
1975.2500	0.0417337480	-3.1701747255	-2.6522481859	0.0542514148	0.0348926901
1975.3333	0.0484663074	-3.2184801238	-2.6911882297	0.0513202940	0.0378420496
1975.4167	0.0460400129	-3.2614778469	-2.7303583282	0.0590233404	0.0290943519
1975.5000	-0.0691565297	-3.1862552725	-2.6565808659	0.0615277433	0.0261568410
1975.5833	-0.0262880961	-3.1738618790	-2.6315731288	0.0626930693	0.0277518996
1975.6667	-0.0424594526	-3.1246913265	-2.5926148179	0.0648322280	0.0246990376
1975.7500	0.0509141963	-3.1736105714	-2.6487609666	0.0556144448	0.0330972986
1975.8333	0.0270292455	-3.2133462563	-2.6695105109	0.0547248997	0.0336162965
1975.9167	-0.0159833035	-3.1963506527	-2.6542908569	0.0515197687	0.0338223133
1976.0000	0.1147557196	-3.3103835109	-2.7617546365	0.0468263324	0.0382833993
1976.0833	0.0005035206	-3.3096167368	-2.7459549617	0.0495612953	0.0365512255
1976.1667	0.0240514548	-3.3289848505	-2.7718689269	0.0492757605	0.0353006514
1976.2500	-0.0154629097	-3.3290342295	-2.7559110452	0.0486758719	0.0347862794
1976.3333	-0.0125849774	-3.2800523251	-2.7365648042	0.0543366587	0.0329556130
1976.4167	0.0407107995	-3.3212264856	-2.7718218510	0.0531805125	0.0310801209
1976.5000	-0.0122121574	-3.3219512047	-2.7585856519	0.0513202940	0.0325715342
1976.5833	-0.0048591938	-3.2782695150	-2.7483267625	0.0506455847	0.0345790358
1976.6667	0.0208350409	-3.3004776769	-2.7656195250	0.0502462464	0.0309025724
1976.7500	-0.0258827232	-3.2817396381	-2.7376631836	0.0485806184	0.0334559728
1976.8333	0.0003065846	-3.2219287319	-2.7244175018	0.0439881769	0.0367214832
1976.9167	0.0547604747	-3.2799634301	-2.7701721396	0.0430978029	0.0350870201
1977.0000	-0.0418755253	-3.2315551133	-2.7126057939	0.0474177943	0.0320857975
1977.0833	-0.0202458227	-3.1821289264	-2.6850253927	0.0468263324	0.0339941143
1977.1667	-0.0138383321	-3.1658891788	-2.6652508903	0.0450594040	0.0334773857
1977.2500	-0.0002379595	-3.1661078262	-2.6592793866	0.0465304701	0.0343868026
1977.3333	-0.0160113683	-3.1161619944	-2.6292927712	0.0498657760	0.0302063974
1977.4167	0.0469872240	-3.1580576688	-2.6675546930	0.0494661261	0.0281936391
1977.5000	-0.0189025102	-3.1439359629	-2.6447572391	0.0534649347	0.0243253463
1977.5833	-0.0196243144	-3.1008730593	-2.6170896553	0.0551224538	0.0243921391
1977.6667	-0.0035771335	-3.0898855641	-2.6082461174	0.0583255103	0.0196979256
1977.7500	-0.0456382517	-3.0454567168	-2.5573748748	0.0606716795	0.0207241921
1977.8333	0.0381249765	-3.0565218318	-2.5775303644	0.0600785904	0.0223235668
1977.9167	0.0022127228	-3.0529696864	-2.5739619840	0.0605587373	0.0227732984
1978.0000	-0.0639435975	-2.9875303706	-2.5041951236	0.0635661736	0.0225095438
1978.0833	-0.0162437361	-2.9533023965	-2.4728813583	0.0633784735	0.0222046987
1978.1667	0.0270278276	-2.9759728315	-2.4913052862	0.0639414679	0.0183568213
1978.2500	0.0736916800	-3.0498191053	-2.5669040016	0.0617157910	0.0234017641
1978.3333	0.0152647826	-3.0484419603	-2.5648045373	0.0656004571	0.0202609161
1978.4167	-0.0177856846	-3.0232501910	-2.5407777232	0.0691528587	0.0204354130
1978.5000	0.0502434904	-3.0660624955	-2.5867638403	0.0678268586	0.0219417615
1978.5833	0.0330143995	-3.0902435205	-2.6058787617	0.0741608279	0.0100698522
1978.6667	-0.0122380827	-3.0758021133	-2.5921543882	0.0783674591	0.0061926560
1978.7500	-0.1194885497	-2.9430134782	-2.4890052146	0.0856454445	0.0032562832
1978.8333	0.0260832373	-2.9699430199	-2.4984509709	0.0881940107	-0.0003026232
1978.9167	0.0089878902	-2.9747285291	-2.5062226472	0.0905534298	0.0067283376
1979.0000	0.0387346751	-3.0071442697	-2.5372802306	0.0908639463	-0.0024866083
1979.0833	-0.0350197399	-2.9612630053	-2.4922141320	0.0923786142	-0.0025776744
1979.1667	0.0535527170	-3.0143784840	-2.5381031016	0.0922600784	-0.0024838834
1979.2500	-0.0008291053	-3.0058926365	-2.5313602181	0.0928799565	-0.0017264299
1979.3333	-0.0218539521	-2.9690076131	-2.4963260649	0.0935996267	-0.0017063060
1979.4167	0.0372035438	-3.0085187437	-2.5259776793	0.0876170269	0.0027487648
1979.5000	0.0055536439	-3.0090065304	-2.5258751567	0.0898315632	0.0009345024
1979.5833	0.0549722219	-3.0452382167	-2.5688591434	0.0957555352	-0.0075154036
1979.6667	-0.0062353288	-3.0448836364	-2.5602016810	0.0987768911	-0.0076370644
1979.7500	-0.0827940772	-2.9595134849	-2.4802133005	0.1173473852	-0.0143074017
1979.8333	0.0514895033	-2.9991931116	-2.5131173596	0.1111656333	-0.0012992639
1979.9167	0.0153985315	-3.0150565817	-2.5209861095	0.1155850663	0.0126862355
1980.0000	0.0550912854	-3.0720571472	-2.5677761416	0.1163063904	-0.0056729592
1980.0833	-0.0077064147	-3.0475837623	-2.5542357936	0.1345920799	-0.0109383558
1980.1667	-0.1351393050	-2.9107063258	-2.4378111046	0.1432168369	-0.0183417346
1980.2500	0.0366064357	-2.9497269889	-2.4693633837	0.1010663087	0.0253269623
